date,endDate,incompleteResultLabel,resultId,device,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16.1,Q16.2,Q16.3,Q16.4,Q16.5,Q16.6,Q16.7,Q16.8,Q16.9,Q16.10,Q16.11,Q16.12,Q16.13,Q16.14,Q16.15,Q17.1,Q17.2,Q17.3,Q17.4,Q17.5,Q17.6,Q17.7,Q17.7.1,Q18,Q18.1.1,Q19,Q20,Q21,Q22,Q23,Q24,VAR00006,VAR00005,VAR00004,VAR00003,VAR00002,VAR00001,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57.1,Q57.2,Q57.3,Q57.4,Q58,Q59,Q60,Q61,Q62,Q63,Q64.1,Q64.2,Q64.3,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72.1,Q72.2,Q72.3,Q72.4,Q72.5,Q72.6,Q72.7,Q72.8,Q72.9,Q72.10,Q72.11,Q72.11.1,Q73.1,Q73.2,Q73.3,Q73.4,Q73.5,Q73.6,Q73.7,Q73.8,Q73.9,Q73.10,Q73.11,Q73.11.1,Q74,Q75,Q76.1,Q76.2,Q76.3,Q76.4,Q76.5,Q76.6,Q76.7,Q76.7.1,Q77,Q78,Q79.1,Q79.2,Q79.3,Q79.4,Q79.5,Q79.6,Q79.7,Q79.7.1,Q80,Q81,Q81.1.1,Q82,Q82.1.1,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q97.1.1,Q98,Q99,Q100.1,Q100.2,Q100.3,Q101,Q101.1.1,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112
2023-11-15T15:14:47Z,2023-11-15T15:25:11Z,False,46015064,aemtablet14,4207,5,6,Igual,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,10,8,8,8,8,9,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Algo satisfecho,Muy satisfecho,10,10,10,10,10,9,7,No,NA,,7,Al menos una vez al mes,Si,Si,7,9,3,No,NA,,1,1,4,No,NA,,1,No,NA,,8,10,3,5,5,8,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,5,No hay espacios para personas con discapacidad en el area,Muchas veces,Poco,Poco,Nada,museo,1,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Transporte publico,,Calles y pavimentación,,Poco,No,,,Muy baja,La misma ciudadanía,6,5,1,10,No,No,No,No,Basureros/tiraderos clandestinos (en casas/terrenos),,No recodo sin apoyo visual,Sí recordó con apoyo visual,Parcialmente de acuerdo,Parcialmente de acuerdo,Parcialmente de acuerdo,Hombre,,50,45 a 59 anos,Empleado empresa privada,Universidad incompleta,Si,"$2,186.88 a $4,373.74",,"$2,186.88 a $4,373.74",,valle verde,Si
2023-11-15T16:16:35Z,2023-11-15T16:29:16Z,False,46015065,aemtablet14,4207,5,6,Empeorado algo,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,2,3,6,4,10,7,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Algo satisfecho,6,5,6,7,1,1,7,No,NA,,6,No hubo apagones,Si,Si,4,10,2,No,NA,,5,5,1,No,NA,,1,No,NA,,8,8,5,5,4,1,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,2,No hay espacios para personas con discapacidad en el area,Muchas veces,Algo,Algo,Algo,nada,1,No,NA,NA,NA,Si,NA,NA,NA,Selected,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Servicios basicos,,Inseguridad/Violencia,,Mucho,Sí,"policias ,policias viales",mordida extorsión todo,Muy baja,La misma ciudadanía,2,8,8,5,No,No,No,No,Otro (especifique),calles echas pomada,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,26,18 a 29 anos,Cuenta propia/Autoempleador,Universidad terminada,Si,"$6,560.62 a $8,747.48",,"$6,560.62 a $8,747.48",,valle verde,Si
2023-11-15T15:38:26Z,2023-11-15T15:50:56Z,False,46015066,aemtablet14,4207,5,6,Igual,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,7,9,8,8,6,7,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,8,7,8,7,9,8,7,No,NA,,8,No hubo apagones,No,NA,,10,3,No,NA,,6,6,8,No,NA,,6,No,NA,,1,8,6,3,5,5,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,2,No hay espacios para personas con discapacidad en el area,Pocas veces,Bastante,Bastante,Bastante,la x,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Baja,La misma ciudadanía,7,7,6,10,No,No,No,No,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,64,60 anos o más,Jubilado/Pensionado,Universidad incompleta,Si,"$0.00 a $2,186.87",,"$0.00 a $2,186.87",,valle verde,Si
2023-11-15T15:27:35Z,2023-11-15T15:37:10Z,False,46015067,aemtablet14,4207,5,6,Igual,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,8,8,8,8,9,5,Satisfecho,Satisfecho,Satisfecho,Muy insatisfecho,Muy satisfecho,Muy satisfecho,7,7,8,3,8,8,7,No,NA,,6,Solo hubo un apagon,Si,Si,8,10,3,No,NA,,8,10,7,No,NA,,6,No,NA,,6,8,5,8,6,7,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,5,No hay espacios para personas con discapacidad en el area,Pocas veces,Mucho,Mucho,Mucho,la cadavd adobe,NA,No,NA,NA,NA,Si,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Transporte publico,,Poco,No,,,Alta,"Escuelas (primaria, secundaria, preparatoria)",8,3,5,8,No,No,No,No,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,24,18 a 29 anos,Empleado empresa privada,Universidad terminada,Si,"$2,186.88 a $4,373.74",,"$2,186.88 a $4,373.74",,valle verde,Si
2023-11-15T16:05:20Z,2023-11-15T16:16:33Z,False,46015068,aemtablet14,4207,5,6,Mejorado algo,Les alcanza bien y pueden ahorrar,Sí,8,,Publica,,,NA,,,NA,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,8,7,7,9,7,7,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,10,7,9,7,8,5,7,No,NA,,8,No hubo apagones,No,NA,,8,3,No,NA,,8,7,8,No,NA,,5,No,NA,,5,9,7,7,7,6,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,5,No hay espacios para personas con discapacidad en el area,Nunca,Bastante,Bastante,Bastante,la x,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Drogadiccion,,Nada,No,,,Baja,Organizaciones de la sociedad civil,6,8,8,7,No,Sí,No,Sí,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,18,18 a 29 anos,Empleado empresa privada,Secundaria terminada,No,NA,,"$2,186.88 a $4,373.74",,valle verde,Si
2023-11-15T16:43:05Z,2023-11-15T16:51:22Z,False,46015079,aemtablet4,4207,5,7,Mejorado algo,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,8,8,8,7,6,9,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,9,7,9,9,9,10,7,No,NA,,10,No hubo apagones,No,NA,,9,3,No,NA,,9,8,9,No,NA,,5,No,NA,,8,4,3,3,3,3,5,No cuenta con bibliotecas,No cuenta con centros comunitarios,5,No hay espacios para personas con discapacidad en el area,Nunca,Algo,Poco,Poco,la x,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Inseguridad/Violencia,,Corrupcion,,Nada,No,,,Muy alta,Gobierno Municipal,5,5,4,9,No,Sí,Sí,No,Basureros/tiraderos clandestinos (en casas/terrenos),,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,63,60 anos o más,Hogar,Secundaria terminada,No,NA,,"$0.00 a $2,186.87",,valle verde,Si
2023-11-15T17:04:38Z,2023-11-15T17:13:40Z,False,46015080,aemtablet4,4207,5,7,Empeorado algo,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,Selected,NA,NA,NA,,Médicos de farmacias/genericos,,9,9,10,9,9,6,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Algo satisfecho,9,9,8,9,9,1,7,No,NA,,10,No hubo apagones,No,NA,,10,3,No,NA,,7,8,8,No,NA,,5,No,NA,,8,6,4,4,4,4,7,No cuenta con bibliotecas,No cuenta con centros comunitarios,1,No hay espacios para personas con discapacidad en el area,Pocas veces,Poco,Poco,Algo,la x,1,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Drogadiccion,,Nada,Sí,municipal,pedir dinero,Alta,Gobierno Municipal,7,7,5,10,No,No,No,No,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,21,18 a 29 anos,Cuenta propia/Autoempleador,Universidad incompleta,No,NA,,"$0.00 a $2,186.87",,valle verde,Si
2023-11-15T16:51:59Z,2023-11-15T17:01:16Z,False,46015081,aemtablet4,4207,5,7,Mejorado algo,Les alcanza bien y pueden ahorrar,Sí,9,,Publica,No hay ninguna persona en educacion media,,Publica,No hay ninguna persona en educacion superior,,NA,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,Sí,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,10,10,10,8,10,9,Muy satisfecho,Satisfecho,Algo satisfecho,Algo satisfecho,Algo satisfecho,Algo satisfecho,6,7,5,9,10,10,7,No,NA,,9,Al menos una a la semana,Si,Si,4,10,3,No,NA,,8,10,8,No,NA,,5,No,NA,,8,6,6,6,6,8,5,No cuenta con bibliotecas,7,7,No hay espacios para personas con discapacidad en el area,Nunca,Algo,Algo,Algo,la x,2,Sí,2,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Drogadiccion,,Nada,No,,,Muy alta,Gobierno Municipal,8,8,8,9,Sí,No,No,No,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,30,30 a 44 anos,Hogar,Preparatoria incompleta,Si,"$2,186.88 a $4,373.74",,"$2,186.88 a $4,373.74",,valle verde,Si
2023-11-15T17:33:36Z,2023-11-15T17:46:42Z,False,46015082,aemtablet4,4207,5,7,Igual,Les alcanza bien y pueden ahorrar,Sí,9,,Publica,No hay ninguna persona en educacion media,,NA,No hay ninguna persona en educacion superior,,NA,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,7,7,7,2,10,9,Satisfecho,Satisfecho,Muy insatisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,8,9,9,9,10,10,7,No,NA,,7,No hubo apagones,No,NA,,9,3,No,NA,,7,8,8,No,NA,,5,No,NA,,9,9,9,9,9,9,7,No cuenta con bibliotecas,No cuenta con centros comunitarios,6,No hay espacios para personas con discapacidad en el area,Nunca,Bastante,Bastante,Bastante,la puerta,2,Sí,1,1,1,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Servicios basicos,,Inseguridad/Violencia,,Nada,No,,,Media,Ninguna,8,7,6,8,No,Sí,Sí,Sí,Calles sucias/basura en calles,,Sí recordo sin apoyo visual,NA,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Hombre,,61,60 anos o más,Empleador/empresario,Universidad incompleta,No,NA,,"$4,373.75 a $6,560.61",,valle verde,Si
2023-11-15T17:25:42Z,2023-11-15T17:32:30Z,False,46015083,aemtablet4,4207,5,7,Mejorado algo,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Sí,NA,NA,NA,Selected,NA,NA,NA,,Médicos de farmacias/genericos,,9,9,9,8,10,10,Satisfecho,NA,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,10,10,10,10,10,10,7,No,NA,,10,No hubo apagones,No,NA,,10,3,No,NA,,6,9,8,No,NA,,5,No,NA,,8,10,9,5,10,10,8,No cuenta con bibliotecas,No cuenta con centros comunitarios,5,No hay espacios para personas con discapacidad en el area,Nunca,Algo,Poco,Poco,la x,1,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Drogadiccion,,Nada,No,,,Media,Gobierno Municipal,7,8,8,9,No,No,No,No,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,35,30 a 44 anos,Empleado empresa privada,Preparatoria terminada,No,NA,,"$2,186.88 a $4,373.74",,valle verde,Si
2023-11-15T15:23:12Z,2023-11-15T15:33:11Z,False,46015090,aemtablet13,4207,5,1,Igual,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,NA,NA,NA,Selected,NA,NA,NA,,Médicos de farmacias/genericos,,9,9,9,8,9,7,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,9,9,9,10,10,9,7,No,NA,,9,No hubo apagones,No,NA,,10,3,No,NA,,7,6,4,No,NA,,3,Si,No,6,5,9,8,8,8,9,10,No cuenta con bibliotecas,8,4,6,Muchas veces,Mucho,Mucho,Mucho,chamisal,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Transporte publico,,Calles y pavimentación,,Nada,No,,,Muy alta,Gobierno Municipal,2,1,4,3,No,No,No,No,Basureros/tiraderos clandestinos (en casas/terrenos),,Sí recordo sin apoyo visual,NA,Totalmente en desacuerdo,Totalmente en desacuerdo,NS/NC,Mujer,,32,30 a 44 anos,Estudiante que trabaja,Maestría/Doctorado,Si,"$6,560.62 a $8,747.48",,"$6,560.62 a $8,747.48",,valle verde,No
2023-11-15T15:35:04Z,2023-11-15T15:44:35Z,False,46015091,aemtablet13,4207,5,1,Igual,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,No,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,8,8,8,8,10,6,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,8,8,9,10,8,9,7,No,NA,,7,Solo hubo un apagon,Si,Si,8,8,3,No,NA,,9,6,7,No,NA,,1,No,NA,,7,9,10,10,10,10,9,9,8,9,9,Nunca,Mucho,Mucho,Mucho,x,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Calles y pavimentación,,Drenaje pluvial,,Nada,No,,,Muy alta,Gobierno Municipal,9,9,6,7,No,Sí,Sí,No,Basureros/tiraderos clandestinos (en casas/terrenos),,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,55,45 a 59 anos,Cuenta propia/Autoempleador,Preparatoria terminada,Si,"$4,373.75 a $6,560.61",,"$8,747.49 a $10,934.35",,valle verde,No
2023-11-15T15:45:46Z,2023-11-15T15:54:41Z,False,46015092,aemtablet13,4207,5,1,Igual,"Les alcanza justo, sin grandes dificultades",Sí,8,,Privada,,,NA,,,NA,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,9,7,6,6,6,5,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,10,8,4,7,10,9,7,No,NA,,9,Al menos una a la semana,Si,Si,5,8,3,No,NA,,8,3,7,No,NA,,8,No,NA,,6,9,7,7,9,4,7,6,7,7,8,Nunca,Mucho,Mucho,Algo,trabajo,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Falta de valores,,Transporte publico,,Nada,No,,,Muy alta,La misma ciudadanía,7,6,3,7,Sí,Sí,Sí,Sí,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,37,30 a 44 anos,Empleado empresa privada,Carrera técnica terminada,Si,"$2,186.88 a $4,373.74",,"$4,373.75 a $6,560.61",,valle vede,No
2023-11-15T15:59:44Z,2023-11-15T16:11:50Z,False,46015093,aemtablet13,4207,5,1,Igual,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,7,7,2,10,8,9,Satisfecho,Muy satisfecho,Satisfecho,Poco satisfecho,Algo satisfecho,Algo satisfecho,10,10,10,10,10,10,7,No,NA,,10,No hubo apagones,No,NA,,8,3,No,NA,,5,7,1,No,NA,,1,No,NA,,6,8,6,4,4,2,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,7,1,Algunas veces,Mucho,Mucho,Mucho,c,1,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Transporte publico,,Calles y pavimentación,,Nada,No,,,Muy alta,Gobierno Federal,1,1,1,1,No,No,No,No,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,52,45 a 59 anos,Hogar,Carrera técnica terminada,Si,NS/NC,son menduales,No percibe ingresos Familiares,,valle verde,No
2023-11-15T16:36:59Z,2023-11-15T16:41:36Z,False,46015095,aemtablet13,4207,5,1,Igual,"Les alcanza justo, sin grandes dificultades",Sí,9,,Publica,,,NA,,,NA,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,8,,8,8,8,10,Muy satisfecho,Muy satisfecho,Muy satisfecho,Algo satisfecho,Muy satisfecho,Algo satisfecho,8,8,9,8,8,9,5,No,NA,,7,No hubo apagones,No,NA,,8,3,No,NA,,7,8,8,No,NA,,8,No,NA,,7,8,7,7,9,9,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,10,8,Nunca,Mucho,Mucho,Mucho,x,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Impunidad,,Drogadiccion,,Nada,No,,,Muy alta,Gobierno Federal,8,5,9,9,No,Sí,No,Sí,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,25,18 a 29 anos,Estudiante,Preparatoria terminada,Si,"$0.00 a $2,186.87",,No percibe ingresos Familiares,,valle verde,No
2023-11-15T16:24:52Z,2023-11-15T16:33:26Z,False,46015096,aemtablet13,4207,5,1,Empeorado algo,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,NA,NA,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,8,8,9,9,9,9,Muy satisfecho,Muy satisfecho,Poco satisfecho,Muy insatisfecho,Muy satisfecho,Algo satisfecho,8,8,6,6,10,7,7,No,NA,,9,Solo hubo un apagon,Si,Si,8,9,3,No,NA,,8,9,8,No,NA,,8,No,NA,,8,9,5,6,7,10,No cuenta con unidades deportivas,No cuenta con bibliotecas,7,8,8,Muchas veces,Poco,Poco,Poco,x,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Pobreza,,Inseguridad/Violencia,,Nada,No,,,Muy alta,La misma ciudadanía,7,7,3,7,No,Sí,No,No,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,79,60 anos o más,Hogar,Secundaria incompleta,Si,"$2,186.88 a $4,373.74",,"$2,186.88 a $4,373.74",,valle vede,No
2023-11-15T16:16:48Z,2023-11-15T16:22:49Z,False,46015099,aemtablet13,4207,5,1,Empeorado algo,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,7,8,9,8,8,9,Satisfecho,Satisfecho,Muy insatisfecho,Poco satisfecho,Satisfecho,Muy satisfecho,7,7,9,9,8,8,7,No,NA,,8,No hubo apagones,No,NA,,8,3,No,NA,,8,8,6,No,NA,,8,No,NA,,7,9,8,5,6,10,8,No cuenta con bibliotecas,No cuenta con centros comunitarios,7,8,Nunca,Mucho,Mucho,Mucho,todo,1,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Servicios basicos,,Drogadiccion,,Nada,No,,,Muy alta,Gobierno Federal,7,7,5,8,No,No,No,Sí,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,56,45 a 59 anos,Cuenta propia/Autoempleador,Secundaria terminada,Si,"$0.00 a $2,186.87",,"$0.00 a $2,186.87",,valle verde,No
2023-11-15T15:17:03Z,2023-11-15T15:28:17Z,False,46015536,aemtablet23,4207,5,7,Empeorado algo,Les alcanza bien y pueden ahorrar,Sí,No hay ninguna persona en nivel basico,,NA,No hay ninguna persona en educacion media,,NA,No hay ninguna persona en educacion superior,,Privada,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Sí,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,9,9,9,9,9,9,Satisfecho,Algo satisfecho,Satisfecho,Satisfecho,Poco satisfecho,Satisfecho,10,9,9,10,10,10,7,No,NA,,10,No hubo apagones,No,NA,,10,3,No,NA,,8,7,8,No,NA,,6,No,NA,,8,9,9,9,9,9,9,No cuenta con bibliotecas,No cuenta con centros comunitarios,6,No hay espacios para personas con discapacidad en el area,Pocas veces,Poco,Poco,Poco,la x,1,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Corrupcion,,Nada,No,,,Media,Gobierno Estatal,6,6,6,8,No,Sí,Sí,No,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,23,18 a 29 anos,Estudiante que trabaja,Universidad incompleta,No,NA,,"$4,373.75 a $6,560.61",,valle verde,Si
